""	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"summary"
"Ifi27"	166.604432474934	2658.52691809566	934.311660334683	2856.02000473449	14.8946185798543	113.857396499411	76.9553153744683	8.93135844491918	65.5343391560464	234.51678650079	147.315160297985	4.76086404284136	34.4080805012419	17.9162925936961	1.62644418850503	5.18409650682375	22.4585072191647	4.69255603282829	0.352676805302151	8.46207542811091	1.53813885816944	8.85041224537707	2.41572009585874	0.491875103830817	7.04378966221161	0.885941154332258	4.00391274980576	4.31090667938788	1.84440546804611	7.41141744181184	1.57123454275484	1.75260709750292	0.222623528313925	14.014833465327	4.12376435066577	9.95787794635884	6.32535090720204	15.262394926153	0.19760848807979	2.23064829375981	0.784164742978944	1.12720699886382	0.900639116826543	0.143398430940455	1.44022522722809	1.33636284969102	1.89103373408937	0.00946062988191221	7479.41753854721
"Snca"	818.939086090626	2982.87131073047	845.231549772232	1951.02669999821	8.63138370845814	240.981248396537	4.18652762429368	8.36940148079599	12.7031681417024	166.580429945497	121.123568795397	83.11034158293	17.9345170116349	28.8760673303907	0.192464163219414	0.409099266074517	16.4831352770316	18.0910267391277	0.46391298403473	14.4807195736301	26.3202461800132	0.0386558858842744	3.14759731338021	2.42027143155901	4.08006008199661	2.75670567124425	5.17069310111435	4.0200545256346	4.56710899453221	0.826581038517091	2.83035202078829	0.871281899554881	1.12677200318355	7.83122231090528	5.10827356883384	4.96184364268893	2.28543188847048	1.66558820489456	0.184852854698138	0.0919735403494264	0.43569843156247	0.165408052284012	0.587393079926717	2.18902937336852	0.830158882330763	0.273212503031852	1.08022369798568	0.0276871367374578	7426.58003592777
"Calb2"	1333.48486605541	1264.81986500191	636.228370990711	2858.3461484602	57.2996817263622	60.1584386372597	60.4111341372371	10.8259123746806	0.0505828841529268	94.4439348067834	560.045291645076	147.733508293602	12.4407828883804	31.2397508803081	1.29311273963464	1.97601373741901	7.28984086818032	26.7226777377867	0.497726465340939	14.0839680469828	12.5399306695492	36.3461348452922	12.8174967275451	1.42060342365501	3.29617420505088	8.30497132840183	12.3458099562712	14.1685741351709	2.21086370342821	7.2527096892336	10.5147411310384	0.110807624056381	1.38220841923692	7.25407083720295	8.72998879756479	10.8525048095107	0.930331572272356	7.14360451607015	0.113615765214519	1.07635221761102	1.23808001978909	0.855734744598266	0.0864305579335821	0.582129887925551	0.16300159630019	1.74892845746679	0.146982226602531	0.0112239026823223	7343.03561414409
"Cidea"	675.205534682639	3838.45719700931	406.656702577742	1629.75870649089	98.3455698571116	165.102554148248	86.7549249626916	0.688115660342857	52.5093037655519	65.6945478344146	1.90015449435005	19.911211871386	4.35772410173054	29.3966660024975	2.3610927245378	2.49398849885209	13.1021332080418	4.43819551414128	0.456564259979057	7.72169308780635	17.0211261929088	26.8552299347433	17.7595381959046	4.09111731597469	0.771517571827539	5.4381384792868	4.20572303896365	5.70305375991059	0.0863873367477025	5.70167407459232	6.33779875162849	8.50931161082278	0.454136129281139	4.73747903332115	15.6211859233377	1.36772530564342	5.17225548049678	2.13565075796521	0.223007328369134	4.23636208580317	1.06620446588586	1.52758070762248	2.05261312016334	1.55243362090585	0.559183493442124	1.8301314518049	0.449086824938216	0.0147804735391794	7250.7930132181
"Nfix"	83.6139087115898	1349.16216715885	855.94334866435	4043.1496512055	26.1847261470037	242.650989179897	101.912474699484	23.0219472819326	60.0265206260674	48.9632348428264	6.54080180717856	15.084423681981	35.1453227621907	45.0427279756443	1.4806382465839	6.60501371659806	17.6684966771603	11.8805405904245	0.236056564812151	3.55158742266104	2.55880965708082	16.7930379326881	2.65713807353217	0.0130967283210448	1.59515909608039	4.09124067533053	2.78839473965447	17.6593861995444	2.26161057966051	1.49069615171718	11.3944035432021	4.08524390106217	4.10493109024527	4.11092790052096	3.0495392750514	6.40548160567037	1.46935960322867	2.64702439030404	0.172600276062849	0.287328415318009	1.71020781997017	0.304543934851823	1.95015371261708	2.88558536041116	0.154342752654164	0.0376577042643776	0.966025431696731	0.00362779142082275	7075.5121323049
"Rasl11a"	143.90505477222	2121.64200545935	167.944929411173	3453.8248318243	63.5653576957359	324.478591408429	141.317183388326	29.4900541053441	29.3526961371126	4.45662143800836	211.844402482387	83.7239677018813	7.95691849882406	52.0270452946744	2.26391612350266	2.62692762384091	15.8141696831895	58.6486839212918	0.207788016428736	4.71527744898102	18.6087130230559	10.9619898794262	6.34944478091814	1.32900557300712	0.841271446710334	4.20227315116924	16.9045153195301	14.5229746114976	2.59630651382099	0.376668218257119	15.8456329739645	6.05181286578152	4.04628881826114	8.64793974184335	1.00369340827452	6.99117800007666	3.77589495307115	4.08757278519034	0.37619415306293	2.13023120188725	0.38216173029841	0.576598680578998	1.54954242392042	0.872730162783313	1.27605166579089	6.90268078950795	0.187049254385179	0.0119776106629109	7061.21481617174
"Ppa1"	315.390970173073	1061.29468826766	850.740777747131	3533.39291363404	61.5104090720101	255.113028703672	159.504363577738	72.653470221512	22.7757697268417	105.398239551035	223.535073350832	64.8793222159466	50.6195467700199	10.945065683598	6.25000640508406	3.43499587130263	4.01697214697113	28.4681080708479	2.59956555437246	0.239515047629066	23.0669454095197	15.2163098322935	9.37327778090289	4.16758886236133	4.16328250857366	3.30712958066333	1.89256064047213	14.0832313083849	0.185778595025774	2.04539390320761	7.32161789454742	4.66191662399731	0.346964472729666	11.5545433914302	4.12006002512695	14.8872481359164	0.136657860299271	1.97510896514297	0.650655400235704	2.68709635512186	0.562535941041237	1.06430999757261	2.06579908622798	2.45866419471688	0.105609129341713	3.33203140194215	0.197792428251867	0.0435438999680932	6968.43645541633
"Pcolce2"	725.241954903025	1627.03338175675	1156.30832488406	2362.84778216214	50.2975632764197	489.34892190843	146.43660358433	76.362050174307	35.4966848333616	36.13189915029	18.3793461342761	10.7754577554649	0.27645611715597	10.1479811578024	4.64953760965419	4.99451060363635	18.7374199620888	1.01216729964796	1.41825009246387	14.0405412777216	15.8467537931061	3.17338801169989	6.03859118236832	1.77809486453938	3.97921457784769	5.04903979930269	8.02203618660944	23.6232487328661	0.739087906731097	1.46476628903045	7.27664035980202	12.1712639975471	4.49659252775623	16.1837873947097	7.33606288186275	15.2591277886468	4.18627467108693	8.42400931665661	0.37526230978415	3.05833476817431	1.26670366514846	1.15422433706699	3.52995111202422	1.64840943632572	1.08713386748271	1.81543086256197	0.456078160924502	0.0063141735462807	6949.38265761824
"Gm49542"	711.941552910879	2128.74837927147	56.0195854249283	2513.73092390193	79.7221769208394	445.114975322392	104.345358976175	90.8298816641425	48.3614954056994	204.390604929797	253.096953492212	15.6701830973739	42.1832194234984	12.0596907770946	1.59097129655327	0.113297276866654	18.1715280786931	16.5582634669174	1.94914815055074	17.3441665084399	1.56901041956692	30.5744164343539	11.5107453433161	13.0011359812153	11.5682846517201	29.8255242624772	2.14276633697774	18.6290147617621	17.8161725516713	8.78550179377365	6.14922111876569	0.324528231038055	1.26256754006636	6.1949189882884	0.313963345817828	3.52069186157358	3.14962427826556	1.10134215081678	1.18867034207013	1.05548399984923	2.96281139192672	0.336879184704838	0.886043204751307	5.09295809554857	0.294449048949092	5.78939820416559	0.244903828927591	0.0229471178149443	6947.25633076663
"S100a5"	2076.00778280408	953.861988997714	817.473068821446	2456.68783545117	40.7704875957965	50.8374186107853	108.581989800793	24.7472596118405	28.4636704233507	31.7300607662256	181.808112411588	63.4800774072206	8.48704740034425	0.652162785105639	2.44292448797732	1.68160324002587	2.04039087066317	0.276954073191537	0.518635298642582	11.2632810671746	11.4639237056234	9.04598747200402	0.0233429490984371	1.51946878679536	4.46148959203369	1.15573465731831	5.52504731441724	0.479267368013986	3.37672142203009	4.08372915631936	4.95864374806127	3.54051846335962	3.27374687134853	8.77809942271536	2.83903971236806	3.93902028944658	2.07234488302544	3.50688497522667	0.0522084239864422	1.30443355606955	0.0231996099165169	0.634712720311723	0.23223898234948	0.822573484412155	0.073352291735586	0.166328278443856	1.66689375211149	0.00714528070949761	6940.83884909438
"Tppp3"	609.148843612567	2702.13290875247	190.554771466733	2616.3927288546	107.303953501534	25.4992898023561	112.365342009927	85.5643795935881	2.09910693161165	61.1568335005255	149.834264174752	24.8484828541328	2.7419046842033	1.15920289928406	0.880292680941723	3.65711895714676	16.6840111928883	6.16312591095437	0.103396644665413	2.33308146688939	5.31743969965095	5.50104616704991	7.87442569740171	4.33138561354132	6.27059505660226	10.0317604822284	2.5860612960046	5.72126611313665	8.106569280804	3.87426633774661	2.71430795613263	9.27164623953932	0.988933764567011	15.7967397272931	1.96452078655366	1.00696729252889	2.95167242656651	1.58730236949979	0.195724233364487	2.73657106596252	0.957784930040898	0.680806601177284	3.78898028337163	3.15972125157916	1.64949224762998	2.07705469237819	0.0508539318268936	0.00797828950294706	6831.82491332545
"Cd9"	649.434912666472	3509.60552327568	92.3760399106491	1634.39265265458	4.08773331939697	308.930927431136	139.742811118769	17.8558555821379	28.2737594291253	26.0253658927655	69.2691342530713	17.217986282472	0.660475027149628	43.5908074428033	0.988892154083888	4.9165464472485	4.91886488254674	24.3382443377134	0.477036126068507	4.95576104590548	4.03983207046872	8.97980396716313	20.0481961155675	3.94082250250662	1.87896877221784	8.84579699195785	18.8340867319791	10.4138185030221	19.7770058689416	3.17526370418585	16.0739478822649	20.5026701246089	1.46493977735874	6.16576051274948	7.43452333814728	13.3425891274023	0.286362864531166	4.27660349140773	0.156448610126915	2.03027806132563	0.51124903349759	0.368548633517033	0.034673750282155	2.80414991470048	0.155364337801372	1.90747112894779	0.977117922787727	0.0108195068249894	6760.49644252607
"Tmbim6"	157.515946992852	1514.11037376459	196.521733980745	3101.44002278272	26.3642298321676	207.526552787198	133.606379665924	6.29734899613823	214.265615384123	357.917602934893	484.602828780837	24.9215119576823	21.8281165825931	27.6361188043069	1.00922862471151	0.395459728079279	6.76386281763525	27.4732556135326	0.184102200731922	8.55694291183725	19.5717963587155	5.17732253274156	1.38944585658334	2.89060272633994	3.13473795156118	1.68140458631564	2.62730303097796	3.90699677556945	0.683943709331334	4.29205709763274	7.55484669521514	6.14981720430059	3.97666942320409	6.64301698294472	12.1097618058736	19.4594881145738	2.81469656664712	8.57783753591469	0.587714915383216	1.79581423240751	0.196760480020902	0.158345969755974	0.787126229556952	1.43464574426978	1.10354597662152	4.89866561677432	0.65084919409837	0.00553226032907981	6643.19798071695
"B830017H08Rik"	1361.96361482412	1418.21019258599	768.789854052657	2128.65215141625	13.6046512073887	272.280383102118	118.49729787079	7.20494609102377	29.027615956754	2.64754228585601	181.890694259483	34.6496200005166	5.34225153095146	18.7348080226568	2.72318427717866	0.2772679223064	9.02139548349928	25.2115693909849	1.82343561057326	2.52050696642354	29.3862747575274	3.51284915729149	2.70480589758596	0.78213918460126	6.90959810178803	2.07665993865353	9.97154684431176	11.0328370416605	1.42624164983039	5.58475771101807	0.629029010744384	2.93821369390527	2.88973285032731	2.83308556572935	4.54705175013883	7.53077260585336	0.793227411938454	5.51509564526498	0.447224611976252	0.558329903231762	1.26459843518865	1.27182571354811	0.172988985659899	4.20691259364594	0.159668268158601	0.924416646543522	0.117786217337021	0.00944158175634795	6513.27009463274
"Cd36"	231.673951459178	2661.79208125617	517.260341027194	1501.48647614514	95.6817854965689	584.951407345835	68.9015988132116	268.724364069366	7.03463301225683	147.943032707356	153.465990934389	5.65460368178377	25.9107462198768	21.9561898623734	2.79600637402309	1.53239581999504	26.9110892807709	5.99068434355021	1.47465606676436	14.4591186119146	25.7617511707689	16.1337105960727	9.1156860288888	0.93358614934898	0.628712776398761	2.21734845867348	3.60578959827927	7.02697437759856	3.91481181132882	6.39798777644784	3.9754393775442	4.56199248811622	0.113453723631242	4.30453902237965	0.277341240276741	9.96781231369095	7.00910075028033	2.81016860906595	0.173700327852458	2.42912823328286	0.353896812827193	0.660124449614323	1.50966331526937	2.20819868941851	0.901011577596012	1.11659964299721	0.143140120859579	0.000375082623259159	6463.85319704885
"Septin3"	137.582379931105	2381.14948310051	565.68797930624	2352.46082201352	22.4787959570698	7.0204658264822	59.1146213183933	1.7753541899483	30.8566680787843	145.43892184539	174.899177709623	55.7096112012609	50.7264296726792	10.6123025024599	2.22610690447457	0.0902813456105232	4.42352139607327	10.2959886094046	0.0560294986249668	11.8952472488839	6.03368088619776	5.22800742292351	5.66891475188675	0.283323553309423	1.54847469474851	3.13248427317305	5.93502417138896	2.31151654186606	4.55436444748227	2.82020525341171	8.38584894040201	7.11693383990895	1.61387010300867	15.1112288084834	9.87556477119625	10.304879773554	1.96173761478735	2.86522606482222	0.143771180179607	1.38133463491084	0.105572174362157	0.0631920455709603	0.104857143151139	0.407081597237286	0.101768858815659	0.168477363079466	2.80331726317154	0.0250173736224704	6124.55586320319
"Id4"	423.87662203404	2004.88946542982	714.021229966052	2180.34601531573	39.993078398663	234.834458224346	45.667089603609	78.5922847737181	17.1706511870731	51.7776000818713	68.1943575455427	46.2607878431694	11.7468249645371	8.85383937979085	1.54718194308101	1.15080397633769	1.83984375220712	12.379531661093	0.647494732950719	0.522188438069602	31.098132747544	15.6891860627461	7.1186331099326	0.785338508300292	0.64408877969691	3.95608604428988	8.27005004941547	17.6614705449119	1.18190908981884	2.66863963854003	6.74744999522029	10.2465493665386	3.23054749147656	21.8226951993213	5.77007531168959	6.48411222041204	2.11756153208433	5.44516111503552	0.18979644353814	1.16662881882087	1.20188107322082	0.601830950250451	0.4443122995187	1.40776038698627	0.276237264380826	1.98896160704073	0.144794353386256	0.00515695962911855	6102.67639621545
"Dbndd2"	315.67958773251	979.881735611401	26.3329301198921	3071.85156439788	12.2300184666082	181.540976335008	192.354733706467	12.2929391280102	80.0186137642838	158.610030741115	159.600312969068	116.481189103067	0.787562341424102	26.2092699832339	1.69419864712358	0.043497770177007	28.6554722918677	24.1466924590758	3.3666202618358	6.12690200545931	36.5468036844154	28.4426911622561	2.66943870589895	3.63725657742526	24.5414380356466	33.2397581500103	78.0583137547625	246.163798830934	34.2952348066777	46.2808974277239	9.94920599399206	26.8609104470984	3.73267617813297	27.1522446496614	23.1499005349667	23.3716894552621	3.83514953088443	18.8123644563052	0.968592024187059	4.66899077066959	0.316314523566212	1.49888733613005	1.379419463592	2.7811631731322	0.343776231253212	3.20969626868739	0.805406830274057	0.00543615107919633	6084.62230299013
"Faim2"	473.538296764635	2552.90411045982	239.818462902119	2461.40152723807	44.542196643177	15.9772364526734	9.88052186559927	8.3748140960036	4.92885769413368	5.71119400490023	63.9689104566488	11.803721746069	14.9568228579267	1.83907385489491	1.55125675543511	0.392445920571765	10.2224454265343	8.71015224872409	1.27841204430687	6.90564901732499	21.730429432819	16.0414842561531	1.98065624717339	2.07781149022702	5.40633095999032	3.25933135420686	4.55688251212502	4.39892438908497	1.08344941363919	0.540661643287003	3.98157950106136	0.30566511710848	5.18960482611993	14.0871709282473	3.82980748857568	19.691536521069	0.754669403848554	4.25817277269606	0.594696746280609	0.378783303763925	0.0677652432826952	0.477589861142833	2.67308734910974	1.03372475274985	0.322517603586566	2.592520798664	2.75640585504794	0.0123563659248577	6062.78972458655
"Gm20458"	313.333492592266	966.039839425239	36.3397505436726	3051.92521395562	12.2785471055378	180.408492923861	190.521284387201	12.4109210633485	79.4516218447431	159.315004840345	160.838771646137	117.582211928881	1.16536717295039	27.2122934674253	1.71559220519263	0.0751747945374778	28.627503986526	23.543077078993	3.42933855800984	6.39778766406165	37.0236115894534	29.2375491549028	2.49118309756726	3.62331162029776	24.8539825614429	32.7847173176538	78.1215390876202	246.019858185211	34.4433231370411	46.1420453681707	9.64743885765198	26.7262979922039	3.61810645265597	26.991529774375	23.2856065123055	22.9607138761923	3.87560166308168	18.3693257899664	0.964968530774247	5.09854787245671	0.172155388717206	1.46446630868155	1.62795211329151	2.61995544836056	0.411890078700554	3.30273683606523	0.764062668884673	0.00870947686590089	6059.26247394514
