Olfr1213	49	predicted	12.562970933592212	-2830.8393371452926
Olfr171	28	predicted	14.150596291109844	-2731.6643294170353
Olfr868	56	predicted	12.458369597267179	-2589.428780639373
Olfr731	93	predicted	13.764375975679142	-2867.383108717323
Olfr527	50	predicted	15.912355359514754	-2497.865260175721
Olfr523	55	predicted	11.020933581016807	-2489.7747570801594
Olfr1200	29	predicted	12.594995858096908	-2603.4656220904308
Olfr93	21	predicted	14.470528527384012	-2437.0040218680333
Olfr745	14	predicted	14.40920905703645	-2222.47219481909
Olfr745	14	slide-seq	11.772290295191011	-1414.4920788112602
Olfr168	48	predicted	15.070434610911434	-2749.7341779849226
Olfr764-ps1	14	predicted	10.219409097692798	-2114.9493594358096
Olfr332	43	predicted	13.842827992785818	-2511.313598159065
Olfr859	26	predicted	11.901769451294303	-2044.6742451294524
Olfr535	38	predicted	14.566118107205137	-2627.3138678320092
Olfr140	83	predicted	14.337462740075829	-2690.8805677477662
Olfr969	23	predicted	12.310466814931088	-2186.559220144136
Olfr969	23	slide-seq	11.0	-1247.40438962471
Olfr1126	19	predicted	15.665513258140301	-2787.6434160200683
Olfr455	71	predicted	14.619657564471641	-2669.5349576882427
Olfr1290	45	predicted	14.719198092877402	-2602.592185618829
Olfr730	111	predicted	12.994995455628178	-2552.6042318897325
Olfr364-ps1	21	predicted	12.368078526260376	-2063.7532011933217
Olfr1426	76	predicted	13.110443034750022	-2392.000331291436
Olfr1278	10	predicted	12.656814528597042	-2649.986448412896
Olfr788	59	predicted	11.909475699157294	-2391.0211522310233
Olfr788	59	slide-seq	12.503499786824765	-2816.976604288288
Olfr1240	77	predicted	14.574260933371137	-2624.6138989951405
Olfr1256	42	predicted	13.807626387180985	-2831.328775904835
Olfr450	30	predicted	11.924523024034517	-2404.0280874225555
Olfr368	17	predicted	12.658319648197262	-1754.2229299096841
Olfr855	14	predicted	11.819445190339504	-2321.8682663317904
Olfr1233	10	predicted	13.496133829213889	-2061.088051547121
Olfr311	18	predicted	12.038821925273004	-2482.9011380186935
Olfr273	34	predicted	11.164598938887817	-2114.7049880831214
Olfr1124	30	predicted	12.67259293315305	-2464.7136353997107
Olfr727	179	predicted	17.31410907723304	-2928.245448509761
Olfr727	179	slide-seq	20.088811367187347	-3476.3619324813426
Olfr462	11	predicted	11.962775337939343	-2171.9071550199083
Olfr767	27	predicted	12.032914585545377	-2479.958995878753
Olfr718-ps1	41	predicted	12.596277345542958	-2244.4290902976427
Olfr820	87	predicted	13.75009177525477	-2505.932964686175
Olfr65	25	predicted	12.844250238458669	-2255.6564978726583
Olfr96	16	predicted	11.949126212695004	-2047.9723166356955
Olfr1291-ps1	16	predicted	14.636268471963385	-2586.2638915018333
Olfr1423	43	predicted	13.807598470767976	-2688.190160794165
Olfr394	15	predicted	12.00825445340922	-2533.0319089857085
Olfr1206	89	predicted	15.124595636063367	-2935.4787293193217
Olfr63	32	predicted	14.133753996420985	-2467.1048834564385
Olfr1189	16	predicted	14.04251934107201	-2752.8315429672507
Olfr1189	16	slide-seq	14.502389885307313	-2492.090052863223
Olfr1326-ps1	76	predicted	14.14673791590983	-2690.4457024361354
Olfr826	14	predicted	11.89437208522102	-2393.303964913107
Olfr267	26	predicted	11.701489236850506	-2094.15306968653
Olfr1231	16	predicted	14.209440701954835	-2310.8548918966853
Olfr67	8	predicted	13.131181998779564	-1948.5788992323287
Olfr1508	66	predicted	15.602601424888796	-2730.5920288564994
Olfr1294	55	predicted	16.34487046909932	-2652.4035061546083
Olfr1325	9	predicted	11.056870141306653	-2233.243507202743
Olfr263	51	predicted	15.23504963677756	-2847.5420411833147
Olfr1309	20	predicted	12.028751260554428	-2663.3397456615794
Olfr1420	50	predicted	14.06023367892152	-2626.836356028663
Olfr1420	50	slide-seq	13.13848863290645	-3244.263499936166
Olfr652	10	predicted	10.533688051295202	-1974.3811442733993
Olfr1347	57	predicted	15.123007971127583	-2659.9674288575266
Olfr750	20	predicted	9.978670015832284	-2192.8564918930333
Olfr1205	30	predicted	14.719003280553496	-2925.462639778552
Olfr849	15	predicted	11.920064379804211	-1995.0429122434173
Olfr592	18	predicted	10.02698149296442	-2032.4792282141
Olfr592	18	slide-seq	4.0	-141.49710247003298
Olfr1247	87	predicted	12.611572464600174	-2697.207347426518
Olfr1258	26	predicted	12.510919022666362	-1920.259812787712
Olfr1392	48	predicted	13.47982337894591	-2556.2175533215936
Olfr1428	56	predicted	12.913203265863489	-2427.383438470014
Olfr1428	56	slide-seq	13.856665736959588	-3358.0739549313585
Olfr95	24	predicted	12.432273011680612	-2297.937134378713
Olfr1101	10	predicted	12.322201968090292	-1909.5489323415488
Olfr698	8	predicted	14.562068605307045	-2422.2866192668466
Olfr532	50	predicted	16.14250596316262	-2791.398736273023
Olfr1384	131	predicted	13.11555411083797	-2523.5951278645334
Olfr1384	131	slide-seq	14.0	-3897.86792997553
Olfr701	31	predicted	13.776012221006672	-2647.671176642479
Olfr16	17	predicted	10.481214643424716	-1897.9910522376192
Olfr16	17	slide-seq	10.687495900139659	-1582.8344546492553
Olfr1352	40	predicted	15.367964621717473	-2668.8080455185245
Olfr806	37	predicted	12.791472392627814	-2630.545813247789
Olfr741	106	predicted	17.092103333794856	-2895.1651680486284
Olfr1382	77	predicted	15.16626768848884	-2753.117395560377
Olfr721-ps1	53	predicted	14.138274207240435	-2593.1262912589705
Olfr1511	24	predicted	13.079597742078905	-2119.4669172545546
Olfr661	14	predicted	10.755772695987948	-2021.851908522461
Olfr214	29	predicted	12.250572192625421	-2468.148209717691
Olfr1253	16	predicted	11.218427672211329	-2304.9242355301817
Olfr130	36	predicted	13.776228793146041	-2474.683417342211
Olfr1106	10	predicted	13.13791178516349	-2078.046755148868
Olfr872	13	predicted	12.06370827198263	-2335.6788394725054
Olfr1118	35	predicted	13.280553959774831	-2801.680476738395
Olfr1229	116	predicted	13.704993675089327	-2728.395226396927
Olfr1229	116	slide-seq	17.0	-4222.8765334870595
Olfr285	18	predicted	15.070996276199448	-2773.129189333921
Olfr181	23	predicted	14.344130394997716	-2636.6745639868586
Olfr24	61	predicted	11.667216205517418	-2018.240709297444
Olfr684	9	predicted	10.028994977532117	-1965.8276291129478
Olfr536	257	predicted	15.900062784607245	-2814.718626184183
Olfr213	78	predicted	13.938974477559196	-2687.7348591895234
Olfr1184	21	predicted	12.722618819862568	-2782.919613366142
Olfr775	46	predicted	13.802017974922975	-2806.755433313642
Olfr155	13	predicted	12.2789093380495	-2209.0798450669963
Olfr1028	8	predicted	13.336128609073327	-2438.77309146642
Olfr374	71	predicted	14.21878558040071	-2784.0337924381197
Olfr986	16	predicted	11.22290171668235	-2179.913583552103
Olfr594	10	predicted	10.510693988888164	-2042.0122276428424
Olfr1395	53	predicted	14.278494742758925	-2362.7565459014245
Olfr1370	36	predicted	15.001688472986555	-2558.841263989055
Olfr533	176	predicted	16.18815684093459	-2768.75834221215
Olfr1408	14	predicted	10.761392700829516	-1908.0949699715875
Olfr417	47	predicted	12.394045448435087	-2522.2748408523285
Olfr610	18	predicted	11.880052574104388	-2101.712074498646
Olfr57	11	predicted	13.081564693625456	-2268.119310345421
Olfr99	23	predicted	11.169784890820768	-2134.370798284185
Olfr1252	85	predicted	11.502629542938323	-2419.7123098827715
Olfr1252	85	slide-seq	13.0	-3258.3707594282105
Olfr958	11	predicted	12.656983703421007	-1915.0583593676945
Olfr716	32	predicted	11.9623397485364	-2322.8940512679305
Olfr365	42	predicted	13.630492461516187	-2362.0137385751623
Olfr237	37	predicted	10.895714062832447	-1919.7209388600463
Olfr699	10	predicted	12.811637620547847	-2249.7635215341265
Olfr47	10	predicted	13.687261538145936	-2287.8500920360943
Olfr47	10	slide-seq	14.0	-2298.4368326600697
Olfr424	8	predicted	11.772928716615326	-1710.4077306571144
Olfr279	47	predicted	13.238861126325133	-2814.6850857437475
Olfr1212	32	predicted	14.278631205384263	-2676.6067872423837
Olfr1216	25	predicted	13.598703445179844	-2160.2094345890127
Olfr1427	28	predicted	13.640537924333609	-2666.6203252936834
Olfr1438-ps1	31	predicted	11.40265390303596	-2345.0149718000903
Olfr457	25	predicted	12.479844107745933	-2424.568055980074
Olfr1243	22	predicted	14.003027481618892	-2628.4938415692395
Olfr1222	58	predicted	12.70885341501035	-2431.690617449547
Olfr584	9	predicted	11.971362774692604	-2135.9206646537355
Olfr1122	12	predicted	11.970512003678406	-2070.258427197735
Olfr360	16	predicted	9.795619791819647	-2565.881407493509
Olfr360	16	slide-seq	10.177499354571154	-3053.9001316686267
Olfr1140	10	predicted	9.550574309988342	-1977.17305996315
Olfr869	11	predicted	11.977838473108546	-1997.7097443074824
Olfr465-ps1	21	predicted	13.750877200690034	-2825.1223656563006
Olfr60	84	predicted	15.754352528266974	-2755.2309652131607
Olfr851	14	predicted	12.961735242145709	-2370.9925906467356
Olfr1062	14	predicted	13.093495069986774	-2183.189096722939
Olfr389	18	predicted	13.516640564221206	-2794.13215948896
Olfr1217	26	predicted	14.565492519437353	-2469.503212515584
Olfr1217	26	slide-seq	15.0	-2417.35722789328
Olfr1264	148	predicted	14.377463246837609	-2930.0806697683674
Olfr571	43	predicted	14.352629476664458	-2697.9298559101708
Olfr1116	35	predicted	13.298209963280412	-2580.3679878364405
Olfr873	26	predicted	11.807458870540037	-2565.9734838289714
Olfr70	20	predicted	10.982139750417891	-2136.2457961819014
Olfr1016	7	predicted	14.284908991337788	-2205.4130326248887
Olfr110	19	predicted	14.75020581831107	-2562.2604438298645
Olfr291	55	predicted	13.22989426935776	-2551.4680137758896
Olfr1303	18	predicted	12.084079871050937	-2300.7384323611236
Olfr1318	22	predicted	12.050004265622123	-2408.2123310241373
Olfr1318	22	slide-seq	13.992540658383055	-3190.292630845421
Olfr1369-ps1	24	predicted	14.473711890729405	-2650.452831365405
Olfr1030	34	predicted	11.94741394511253	-2158.910910861049
Olfr1030	34	slide-seq	9.205221515546555	-1258.936188174318
Olfr1388	12	predicted	14.065865752848246	-2252.6621373632765
Olfr53	38	predicted	15.862253316215087	-2738.708382894721
Olfr622	8	predicted	9.81454503607495	-2097.6447434409524
Olfr286	68	predicted	14.52873097001278	-2914.2628788709676
Olfr1090	18	predicted	12.775700831800131	-2349.5510256602774
Olfr358	15	predicted	11.157872560204828	-2346.047865557744
Olfr1391	18	predicted	15.105640236607817	-2669.168143712718
Olfr665	13	predicted	9.907186016723374	-1844.241811254621
Olfr317	7	predicted	10.439892635151628	-2436.57516324301
Olfr1107	16	predicted	14.713023271887677	-2615.152357967716
Olfr73	12	predicted	12.899632071848757	-2123.8547136076622
Olfr73	12	slide-seq	12.0	-988.9525323840401
Olfr715b	14	predicted	12.721613341582353	-2295.9779586135783
Olfr20	8	predicted	12.366783893808943	-1918.6789498663452
Olfr49	39	predicted	11.181055469291103	-1981.2719886464574
Olfr325	70	predicted	14.047655244080781	-2874.6840531576618
Olfr239	63	predicted	11.901043803832918	-2273.5443822800707
Olfr1254	49	predicted	13.354640949012683	-2635.169830588215
Olfr452	18	predicted	10.81249759029841	-2308.969904651279
Olfr1250	32	predicted	12.804513291296352	-2538.4039537753742
Olfr1250	32	slide-seq	15.0	-2873.88475
Olfr1183	39	predicted	13.963608248033669	-2876.279506493648
Olfr1344	55	predicted	12.39479061456489	-2304.050245792895
Olfr1262	42	predicted	13.503922452234988	-2644.085181154098
Olfr1180	9	predicted	13.196718461791656	-3114.0018525070845
Olfr943	7	predicted	12.064971277004982	-2248.8880216861094
Olfr295	21	predicted	10.815836393652617	-2302.9827158614594
Olfr1446	8	predicted	10.05118394678628	-2196.3343864097797
Olfr318	33	predicted	13.720763042753015	-2610.907700902525
Olfr453	9	predicted	12.242674122216837	-2375.130092039148
Olfr509	10	predicted	12.450311599004577	-2613.9617057459564
Olfr314	60	predicted	14.34005068781345	-2691.95970548893
Olfr1322	24	predicted	12.23868658050587	-2892.2142149973265
Olfr787	24	predicted	13.666254422893035	-2573.3146725086576
Olfr1148	20	predicted	14.48832429942973	-2493.004922755664
Olfr878	19	predicted	11.43038441438493	-2109.891810252328
Olfr6	92	predicted	15.016754946285472	-2671.0931885635237
Olfr1386	19	predicted	14.631173528727803	-2481.9842805147723
Olfr195	93	predicted	14.911566999697028	-2913.358068690475
Olfr434	9	predicted	12.49177046896505	-2121.726395669148
Olfr615	18	predicted	14.330401568554205	-2327.7646170901153
Olfr776	30	predicted	12.708770441688046	-2452.3781252184285
Olfr1346	39	predicted	16.635957648562915	-3106.6649920341583
Olfr799	12	predicted	11.10798260436509	-2343.4424273145814
Olfr1411	23	predicted	14.273941581164543	-2526.480101778289
Olfr843	35	predicted	12.612734481410886	-2357.6277754816383
Olfr466	30	predicted	13.96734665259739	-2430.6612965912877
Olfr1015	14	predicted	13.714657792361388	-1896.5081172210491
Olfr1097	56	predicted	13.90785960629231	-2763.008485006332
Olfr449	59	predicted	15.732364158900927	-2526.3064276387845
Olfr784	26	predicted	12.28649752093558	-2671.0416849047524
Olfr784	26	slide-seq	10.135812162367069	-2223.375882525665
Olfr328	71	predicted	13.988076085872896	-2898.940123478582
Olfr1380	9	predicted	14.44405891130652	-2963.503021075679
Olfr119	13	predicted	13.873847525652256	-2392.6740484178667
Olfr2	67	predicted	14.752234951087543	-2573.6661563099333
Olfr870	15	predicted	10.785090492279478	-2488.800387753494
Olfr183	20	predicted	16.334549127905014	-3301.2574006160603
Olfr798	9	predicted	9.374089169694194	-1969.612350991105
Olfr798	9	slide-seq	8.797330087004585	-2057.5725418067304
Olfr145	23	predicted	14.494511928423718	-2256.205398126946
Olfr1532-ps1	21	predicted	13.246560898763002	-2144.400717688654
Olfr918	16	predicted	11.253096645234306	-2038.3242711452338
Olfr1201	12	predicted	12.66833945128075	-2783.6750583291237
Olfr1155	10	predicted	12.667550197298459	-2105.2269150805346
Olfr984	27	predicted	13.85176848056502	-2602.5152213631727
Olfr414	51	predicted	16.107281300464585	-2643.184299012837
Olfr414	51	slide-seq	18.00321625508765	-3611.9814676361934
Olfr191	34	predicted	15.156581205423727	-2640.7024634968407
Olfr1385	20	predicted	14.51506422848268	-2456.9015042081146
Olfr722	78	predicted	14.187519517811616	-2555.673138000854
Olfr722	78	slide-seq	17.935426470622776	-3531.499566300887
Olfr693	15	predicted	14.290264782939992	-2244.403587785872
Olfr329	59	predicted	14.792294963434989	-2722.4315642565193
Olfr1317	10	predicted	13.370942077283951	-2703.0080280444954
Olfr469	16	predicted	14.770592874794989	-2503.753623503568
Olfr655	13	predicted	9.951635949277287	-2079.195168275099
Olfr380	8	predicted	12.058844200704057	-2242.6536569995524
Olfr190	59	predicted	15.058058069768194	-2800.2479596700514
Olfr654	10	predicted	9.622450869173257	-1880.063477675872
Olfr654	10	slide-seq	4.215218258667757	-739.0293926443171
Olfr366	8	predicted	14.217297579843118	-2315.608034150108
Olfr679	8	predicted	11.645821930754853	-2082.9677572434975
Olfr550	27	predicted	11.767798517620504	-2396.5380698536624
Olfr1056	20	predicted	12.339856595420281	-2017.204555419289
Olfr609	20	predicted	11.80274957790094	-2012.1946833467737
Olfr156	9	predicted	11.409294297652965	-2437.860446402869
Olfr772	8	predicted	11.835098803010792	-2747.2495046839717
Olfr1251	26	predicted	11.467046025191395	-2245.9587681874805
Olfr1295	30	predicted	15.454756449651041	-2581.367636668698
Olfr1295	30	slide-seq	18.595366447904073	-3394.209935963613
Olfr867	26	predicted	11.736271781119427	-2530.224510207108
Olfr1354	48	predicted	12.479753719096957	-2677.066931728727
Olfr1342	14	predicted	16.06657365204034	-2632.160269853893
Olfr541	33	predicted	14.964069235128362	-2377.952158653695
Olfr290	25	predicted	14.353624303461613	-2063.137056406269
Olfr52	8	predicted	13.442722105776982	-2392.075085326661
Olfr1219	41	predicted	13.38995790506028	-2436.62970981028
Olfr446	20	predicted	10.891116048547755	-1948.0600872124705
Olfr959	9	predicted	12.165904435069297	-2311.761778299762
Olfr617	7	predicted	10.387053985562508	-2204.901680408558
Olfr1232	33	predicted	14.970079567439933	-2512.2620148947526
Olfr1323	15	predicted	14.643165600471637	-2835.9268793481965
Olfr1348	174	predicted	15.232240764733842	-2731.835721016583
Olfr350	7	predicted	13.603296604989369	-2040.3870988857636
Olfr350	7	slide-seq	13.418484819608688	-1496.4980359144827
Olfr1387	18	predicted	14.815276343657533	-2453.2630947152193
Olfr330	109	predicted	13.753890418406653	-2687.043908141206
Olfr167	57	predicted	14.447296344438572	-2778.029509962622
Olfr1260	80	predicted	13.814030291018408	-2874.412442296293
Olfr1260	80	slide-seq	15.0	-3916.6825
Olfr1312	42	predicted	11.89459244149514	-2626.707370472153
Olfr1093	26	predicted	14.925938837885486	-2634.587653973799
Olfr218	12	predicted	10.723397360519506	-1853.3127232113914
Olfr77	27	predicted	10.85494489736957	-2310.7956476173485
Olfr362	23	predicted	13.46729605918002	-2468.476243182177
Olfr142	18	predicted	11.832866565558891	-2412.066494667828
Olfr1261	32	predicted	15.551318295198017	-2704.4495690608687
Olfr1302	12	predicted	12.250986803465139	-1848.9041943631364
Olfr785	12	predicted	12.285381483874518	-2417.6164221161193
Olfr690	10	predicted	14.920386950631322	-2337.6065772282514
Olfr1353	17	predicted	14.321355471938435	-2441.052160886602
Olfr694	9	predicted	13.60514344488179	-2245.0011171159213
Olfr175	22	predicted	14.92962456461346	-2851.9659013376668
Olfr770	13	predicted	9.917933777023364	-2339.095212733046
Olfr1417	38	predicted	14.064164818631644	-2724.247434683766
Olfr1349	46	predicted	14.734400822937523	-2566.952251571633
Olfr705	24	predicted	15.161594735785746	-2731.7653766844396
Olfr845	11	predicted	11.215277688618883	-2082.6924363588023
Olfr578	16	predicted	13.624168592585114	-2066.7494232854733
Olfr578	16	slide-seq	7.638300062639709	-411.1452017840217
Olfr1112	40	predicted	13.923663399413561	-2682.5182144717824
Olfr695	20	predicted	13.747968274821261	-2604.8103428719282
Olfr390	57	predicted	13.648633475039874	-2978.9821804754984
Olfr1307	21	predicted	12.763202653478773	-2548.403791512479
Olfr691	7	predicted	14.353528146068864	-2361.5552829679605
Olfr706	24	predicted	14.563397183267254	-2337.446098963569
Olfr1192-ps1	59	predicted	14.49042275669699	-2846.3916170695325
Olfr1406	14	predicted	10.81994304304206	-2340.116190913032
Olfr552	32	predicted	10.912313007216039	-2048.7970052299165
Olfr1204	29	predicted	15.36912961630292	-2992.119175409932
Olfr801	31	predicted	11.649788968267039	-2607.4945214506524
Olfr1191-ps1	43	predicted	15.560585929008052	-2816.305106542964
Olfr723	20	predicted	14.875908657385295	-2501.5132537346335
Olfr723	20	slide-seq	19.088871998537712	-3554.5692665076344
Olfr1389	19	predicted	13.925572762791852	-2185.910367547233
Olfr1301	161	predicted	15.913920535553816	-2690.382602747482
Olfr771	34	predicted	11.473604608521313	-2607.01271961143
Olfr771	34	slide-seq	10.201188831990171	-2900.3939145161585
Olfr1305	22	predicted	11.267098339557164	-2516.5308020571583
Olfr204	8	predicted	14.874864495675306	-2389.251257017578
Olfr460	23	predicted	9.92368466190925	-2115.1508881464642
Olfr287	26	predicted	13.856895328972627	-3072.7747105186886
Olfr13	7	predicted	12.812555855047433	-2189.6275536430244
Olfr710	10	predicted	15.028621033957913	-2582.52622706721
Olfr43	47	predicted	14.761526872008739	-2499.097802857996
Olfr1242	23	predicted	15.389480335849523	-2851.369145962879
Olfr1271	47	predicted	13.461532094397691	-2607.152429175865
Olfr59	11	predicted	15.1707947947746	-2530.363452689107
Olfr1224-ps1	32	predicted	15.139918448231237	-2493.2055643791873
Olfr46	29	predicted	14.281026919054923	-2458.969505043585
Olfr206	13	predicted	13.995777347248493	-2196.3625594262326
Olfr920	11	predicted	13.611663837076145	-2353.995036044988
Olfr1	7	predicted	12.728741889935051	-2550.674620190022
Olfr1143	18	predicted	13.460562789038331	-2106.701059533475
Olfr599	9	predicted	12.051715705010858	-2167.8458149113685
Olfr876	7	predicted	12.203063988741444	-2003.0308042602526
Olfr1362	9	predicted	11.888345540103503	-2067.999354118599
Olfr109	17	predicted	14.77627992626198	-2290.742036378764
Olfr683	14	predicted	9.953425398251015	-1882.9365421113584
Olfr1415	21	predicted	16.78413672850713	-2975.412200869324
Olfr1234	21	predicted	12.894332727800352	-2328.3276686245345
Olfr1182	10	predicted	12.852123935771662	-2842.106522854951
Olfr1199	24	predicted	15.746107998838456	-2829.420186433707
Olfr669	9	predicted	8.99363728704424	-2008.1600179246498
Olfr640	10	predicted	12.508268665013905	-2181.693459864985
Olfr640	10	slide-seq	7.029465830712012	-528.1408910423536
Olfr732	43	predicted	13.281915812879706	-2483.603069080616
Olfr1491	13	predicted	11.702065073581243	-2361.724576876937
Olfr742	28	predicted	15.438956933793156	-2865.4512590757818
Olfr1320	20	predicted	12.625829904804231	-2467.6219121094964
Olfr170	26	predicted	13.745196792840808	-2916.365763619962
Olfr525	24	predicted	15.479517009890722	-2397.276545822204
Olfr1361	26	predicted	10.992425308777992	-2043.9611290860353
Olfr129	25	predicted	12.586856855626493	-2256.7049590363563
Olfr129	25	slide-seq	15.05063689352753	-2840.8275918012496
Olfr351	7	predicted	11.516355184111088	-2041.0674253399163
Olfr315	23	predicted	15.14908452951707	-2870.5241671172234
Olfr177	23	predicted	14.808262995382622	-2500.371024807262
Olfr704	17	predicted	13.019749111122758	-2593.1234938283474
Olfr1025-ps1	24	predicted	12.605012638077584	-1967.0265781681198
Olfr1276	16	predicted	13.098278279373957	-2748.430942186521
Olfr921	26	predicted	15.119022689649158	-2763.737380985654
Olfr180	25	predicted	14.93599814926968	-2528.778119635646
Olfr729	48	predicted	16.000700526894907	-2900.1048100216944
Olfr463	24	predicted	14.526470280307585	-2400.8576554480182
Olfr1368	28	predicted	13.604903536531008	-2612.765630232301
Olfr582	9	predicted	11.801160031694012	-2135.2262909241012
Olfr1257	45	predicted	16.22150705848641	-2887.1444204048207
Olfr743	77	predicted	16.45118391331502	-2828.1164682036224
Olfr1214	7	predicted	13.659350121505511	-2654.2456416635987
Olfr71	35	predicted	11.80421413081506	-2337.692728047072
Olfr1316	17	predicted	14.024180653714941	-2560.364586969531
Olfr133	10	predicted	13.821680694526147	-2285.9635242725867
Olfr972	14	predicted	13.103676175979492	-2546.975444528412
Olfr1419	8	predicted	13.906877750625695	-2963.0160736337007
Olfr836	7	predicted	12.321427630145537	-2774.9505522897366
