""	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"summary"
"Mettl17"	25.031246120258	156.04343309856	3.85786739173364	24.6728794440127	0.837370045534073	10.3203584686111	0.318624779118058	18.4269914590585	0.712438898105041	1.23264027981077	0.23847373379374	0.447588262829328	1.0890102243423	0.09915778523964	2.4130884385926	5.18008827091643	4.30656720530135	3.6591198727883	7.03857906359518	0.432259389479532	0.159134821089635	0.133603237823532	0.236092146957614	0.591179296081633	3.25669727017801	26.7034156387313	0.0251880922533925	0.81108851614134	0.0580421096569448	1.56169230584672	0.69304537728698	4.11279029074619	4.21286910715336	0.728727430632941	1.62275111303262	6.54957888390417	0.908207055278807	0.280181787739383	2.40926673093936	2.80494511187306	0.230146930908718	2.71056556134606	0.125910284161185	14.5670664303668	2.14532363278812	6.03571907274069	5.6103744710316	1.05049128037919	356.69187621875
"Traf6"	69.615186615604	117.014972021158	11.8809535319322	55.5912121925834	2.22351485304006	2.49488109975586	0.378738077431032	5.80959103713845	0.236094963916038	0.0862596113060775	4.15569489282413	0.879064156418504	0.736625186469109	0.12194529485202	0.696143214097007	8.55884316168915	0.438733267466534	6.55480856992374	7.99922088307727	0.349640121850581	0.034236955982294	0.58493934939615	0.857038351275759	3.61895182589972	2.85502684359927	9.38345063772702	0.0549205848927215	5.05365026020774	4.17687213873494	0.565162466666144	0.212397588454231	7.78457188710306	5.40395844989302	2.54742751956865	2.72477420336099	3.74487221457393	0.287551356204651	0.104543865806034	1.85740557694953	1.54696678262651	0.255120761080596	1.04085053095255	0.456485086137694	1.77280461127485	0.325517489321458	2.04975386020729	0.501258336200549	0.670215276300922	356.292847562931
"Cnnm3"	93.0186191667583	73.5629338565282	18.317078351985	37.369834436072	1.97893762949655	10.353334939817	0.1822285054283	15.564284021328	0.388359007184378	1.51429467430043	2.06955006858535	2.05512728500337	1.85463802441667	0.119146809016352	0.316640611321942	2.37446586627097	3.97828672065016	7.14479137213863	5.20791776360349	1.3946568210824	0.64071759439079	0.4704173114104	0.846098756942208	12.5002269722928	6.81582318921413	8.28152582708344	0.00440174718791492	0.830172443334366	5.72622586849718	0.0390901063095177	0.462284622584247	1.2978368403445	6.41965683645848	2.6800835825412	3.64134237343729	1.0891126066388	1.053759489739	2.10645815006651	1.29244014926935	3.73254532755924	2.48999933850454	3.79177378682902	2.38824756930842	4.13681914656549	1.93841883681874	0.399684271444895	1.20115166578766	0.810257265859058	355.851697607407
"Nsd2"	84.3378375420873	32.6649402743388	41.4639060682668	31.9662848231376	17.5061942896585	26.1455320048852	0.59250919806671	17.3697371647428	0.578513814777341	4.19443366970064	2.71453499414474	0.186752051451318	2.36698168151409	0.0794048221853412	0.662330078023966	6.4294661660824	1.15057001181103	2.06431630008539	1.12647664191249	2.32274235848782	1.20718722068192	0.0101009153317565	0.528103540908204	8.74417218659918	0.00238400253991016	3.57872794374157	0.0365736861590863	6.38891367713837	2.40417190483323	0.215065881071274	0.524388232546249	4.18450210913749	11.404251966676	1.82923536887299	4.81150218702136	8.55765258715771	1.08926540528675	2.85399733080727	0.551662947365849	1.93020108164842	0.255548995155038	0.23984602935411	1.73194565582016	1.8398717552488	2.07906927653028	7.07845353577567	0.065380715790767	4.39711075858257	354.462750853142
"2010016I18Rik"	120.86508326691	44.6527590697886	34.1381388575868	28.8746969452827	17.5536781264181	23.0209251208573	0.602174929178794	6.00625054535475	0.369682879028723	0.191853055367427	12.5831074273958	3.61341439034521	4.07157357441152	0.170845434878515	0.309641282042198	7.05227411703624	4.92260742339446	4.06736974279112	9.25867710918586	1.02139742319685	0.392189579207333	0.0820014543096947	0.0525303981751808	5.80740067627545	1.52030390243178	0.094458808448682	0.01623591020948	0.774343597734655	1.38609696860325	0.00403073549251176	0.432323672508631	0.596344717545436	0.950478034844238	1.10618737094281	5.45472739582656	0.0349023570109718	0.62329386517001	0.646200365568592	0.772700858467513	1.33698692725698	0.354425032685004	0.416902866534695	0.0399874400239881	3.38184360337488	1.85296191702182	0.428224020598449	1.53388639718596	0.697664332581519	354.135783926487
"Prkrip1"	88.8390470096568	43.0366038455213	23.9542843115787	58.3833188148496	1.64911675409428	11.5642851763059	0.111192855410272	19.0228270009983	0.533963620034991	5.08937162060962	7.96770295605757	2.67086285514142	8.33288816935785	0.0559360434757078	0.642996616089229	3.29526778629241	1.44315080068197	4.09266606546129	1.27577875031581	0.280040887902716	0.0704501955853969	0.116085000927325	0.531669871734676	4.61842855440566	5.34839055436192	7.69642199783244	0.069979857036058	6.17547395536609	0.442113674892623	1.73945228483658	0.197791815038844	4.90110705733991	0.592621183068662	0.427424569797446	5.90250225233862	1.64818380927728	3.02294947556079	3.45480301887363	3.14596682175764	3.61930489674505	0.933289076300104	0.957279593936039	2.49749676684933	2.3706193352804	0.743386044013864	5.87942131433198	3.71603658621623	0.634104411272955	353.694055914813
"Dsg2"	41.6537040080861	135.631082752158	2.46077305326375	65.3358786449835	14.7781633835327	24.9795030867567	0.811791166345286	6.93630416913969	0.588144428758749	0.431592676662154	7.92889926205534	2.88874204540065	4.42466834381896	0.211366734119043	1.26950976975014	1.05669405786563	1.81803799098192	1.10779564235504	5.33561118493127	0.0504264306680192	0.0617733972229219	0.178550397469618	0.545191040816824	1.11129350166746	3.29781630789794	2.26199116226262	0.0283783858368955	0.596332993700186	1.04735010774357	0.797347467117986	0.355411330825537	1.51763527920759	1.99968500543439	0.73633165760904	1.53356503296944	0.979016910340707	0.952304423172837	0.379018725759495	1.79416761758302	0.524385931528572	1.44906375596239	0.401375605779998	0.943268575342496	0.128800092232963	1.44257856586798	0.123043646534802	5.9799703099355	2.60053330179573	353.464869361251
"Cpt1c"	131.12611103117	83.5466589748823	35.0480065910353	3.27975464321786	0.9151580797003	11.8256698504062	0.136250977366691	0.484386210204844	1.44230101528922	0.488762324582091	0.697260192034838	1.25569496181751	1.95769377994189	0.245547706592003	1.7070119776421	4.95003252852928	4.27445105323024	2.99871058567561	1.25639687880543	1.51947897463679	0.00604242578717432	0.0695736804793176	0.192028581664641	5.13759660349069	2.17573250584945	2.91763522477877	0.035235554668079	2.5407370985142	0.73065962882449	0.402477261416892	2.66293831361368	0.541698895342645	3.58371775446373	1.46273696519392	0.429522616348971	4.43327990566416	0.338144312852725	0.144704441742502	0.296995933915937	0.536387956925675	0.251195732166103	1.72878667786824	0.557513352730706	10.6548146141931	2.440586570722	5.92133387513464	12.8791486525152	0.73310823126164	352.959671704889
"Acbd4"	17.6977743963034	110.956010128583	15.2208938716807	65.0637167590606	7.78556443165428	26.4939359583896	1.37428464271949	5.14125079537544	0.771317332475864	2.0515588814092	3.53284845819786	0.483348471849541	7.82037062039091	0.301693441731018	2.41458832939342	8.43551647176758	5.4247656087083	3.34505871706799	4.4730147694523	0.383775550188927	0.205423129651754	0.0749561208872642	0.984148296920766	3.33841894188528	0.542021639436864	3.07779349967076	0.0518733446605353	2.21622235107923	2.71570997156142	1.01216360155974	0.281467265950767	7.97703260347869	6.97307278286475	0.969742675298858	4.89310577916688	2.51545685716726	2.83230267422928	1.10009326937067	1.08109099574499	8.57558542068182	0.437839751507156	2.49877837080962	0.0938117266379326	2.18397422156814	0.67509418511693	0.302765893835596	0.845790644481338	3.41154854579963	351.038572197423
"Ltf"	55.2067320098875	102.03307934698	9.14062064413044	34.0896527826088	1.13019326756131	4.3626365995514	0.553957101168375	4.24029588899809	0.642052774107686	0.952173769444573	3.76685995009642	0.708073808560457	4.23616814676159	0.403927640984344	1.55372518591261	5.24439703841719	1.96938428718269	8.36668165335477	12.604738526808	0.70741704381297	0.785498858310964	0.41227257138044	0.384856071886193	25.1654876975655	8.19129015643254	14.2322327016176	0.0354530091349196	11.1718726509571	0.847158592982952	0.160324971016056	0.48505376868761	4.09755330438818	0.518284632592004	0.183907652949827	1.57725223946708	0.593599969848805	1.52512446297565	0.210183461838893	3.33860332258288	4.28011779683915	0.304322837877652	2.67663795030921	0.589165914899458	3.09059165964968	6.06285218781628	1.37819422471773	2.97728486437321	3.69739882528034	350.885343824707
"D930036K23Rik"	19.2136249147685	233.129377224196	8.89806029423075	34.4890920184888	0.208605555538734	1.93603160302998	0.241835293643491	1.12727461211923	0.527543412073443	0.73051394809221	0.54527540507759	1.24725863853507	2.97157354770368	0.0319510819288977	0.321530143293741	6.18429022824011	1.3944857311441	2.06680986534246	1.35859912543766	0.166140094907844	0.0229640174231233	0.0175549003024222	0.0517980331553817	2.06953334336991	0.157863016798029	0.718130025634583	0.00698761304369127	0.492287566128109	0.73154713676058	0.411632486500696	0.929090478271165	2.02611979054928	6.97432774470272	1.36110149964532	3.25589779303623	3.33124755600174	0.52509780971071	0.923264487171999	0.152844258709772	0.0492052653048202	0.014714468670074	1.25023510949751	0.265348460392806	2.37867834608968	0.432987088001486	1.63661825054485	3.73000545584202	0.086399652106116	350.793354391157
"Spindoc"	6.17428861924939	182.95601427876	27.3057705670008	10.0519073291591	13.9778075309868	16.8274978689503	0.600119525207572	4.9719612387851	0.777745634580889	0.498081123442353	7.44279258030489	0.349900620865113	1.20246690359921	0.156156427383039	0.288659504948621	4.36302769275881	3.28633359811237	5.84103336033918	5.56680552908482	0.521620385754311	0.124426790659865	0.131864750360389	0.166633909037848	0.776608028597843	0.88650998892323	2.48899793299989	0.0130412222470158	0.784552704303214	1.21042716773439	1.29062998590475	0.82303909005643	0.115682221388026	0.898234681226582	0.902382095480245	6.0037149462236	2.19003927595109	0.384613670052928	0.862631437357328	0.129622600785159	5.7509775005096	0.400837445832879	1.29401478395573	0.673565948377533	18.2292853212604	0.653830616827367	6.3551846854244	3.00024855082037	0.317400276269474	350.01898794784
"Rcn1"	52.6752818294245	100.255971643419	28.0542315750892	29.6754387324346	10.4682128200402	25.1500012979856	1.37449648579892	7.68130343531433	3.94473017734279	9.92570623123776	11.0146389219665	3.62992938236077	3.79092754648957	0.323768461165456	1.10198270131382	2.60096835404892	3.05010188956612	2.82601216021213	5.99480470769724	0.223009680633176	0.351473497353665	0.224090758882495	0.758168991210776	0.607914449615686	4.08264707034608	2.07272518406762	0.0380293754469368	0.337713117740917	0.789837863229399	0.402301631320959	1.11253614959495	0.927178702462059	0.827557273202431	1.56479344699619	6.75476767826316	4.01321732160615	1.51221917063906	1.64870525836432	0.251453826058725	5.03296504108598	0.503321055979981	0.191664420393865	0.787480410923505	4.10781128316501	0.577334804862582	2.07743481144264	4.2721037983555	0.341574250193436	349.930538676344
